merrickid,wellname,completiontype,producingstatus,producingmethod,apiwellnumber,routeid,groupid,divisionid,fieldgroupid,areaid,batteryid,stateid,countyid,ariesid,wellviewid,activeflag,mmsapiwellnumber
"882","Pad 332 Well 1","2","9","1"," 0000000331","10","1","1","3","2","338","17","81","6c3cf77d52820cd0fe646d38bc2145ca","a210c534-2f10-42ec-8ed5-d6cfdaa60545","1"," 0000000331"
"2108","Pad 86 Well 1","2","18","34"," 0000000165","0","7","5","90","47","351","17","31","931af583573227f0220bc568c65ce104","6b1e6d25-6222-4857-9129-a7f22162743b","1"," 0000000165"
"1568","Pad 394 Well 1","2","18","2"," 0000000848","19","3","2","53","11","188","42","149","dfa92d8f817e5b08fcaafb50d03763cf","8504c07d-a8c2-4278-b524-b20e5dee9d60","1"," 0000000848"
"284","Pad 150 Well 4","2","9","34"," 0000000123","2","1","1","6","18","224","17","31","46ba9f2a6976570b0353203ec4474217","245abaf4-e58c-40b9-934f-34cafcf8adb6","1"," 0000000123"
"1502","Well 195","1","18","2"," 0000000688","28","6","4","47","16","179","42","123","77f959f119f4fb2321e9ce801e2f5163","e226e582-95c8-470e-8bd3-1b53229b1f43","1"," 0000000688"
"640","Pad 181 Well 2","2","9","1"," 0000000440","8","1","1","3","1","57","17","81","4ffce04d92a4d6cb21c1494cdfcd6dc1","efd3e0a1-0ba9-4c79-91af-0146c04ec1d2","1"," 0000000440"
"1579","Well 223","1","18","1"," 0000000666","16","3","3","54","12","189","42","51","ed4227734ed75d343320b6a5fd16ce57","3d5546d1-98a3-4136-ac82-7af623ba84ef","1"," 0000000666"
"187","Pad 271 Well 1","2","9","1"," 0000000356","11","1","1","19","1","282","17","81","31fefc0e570cb3860f2a6d4b38c6490d","c2bcccea-5ec2-432e-8c45-7feea4d1e2a3","1"," 0000000356"
"725","Pad 248 Well 1","2","9","1"," 0000000622","3","1","1","1","8","237","17","85","82f2b308c3b01637c607ce05f52a2fed","50fb3253-44dc-451e-95eb-48b286ce8d04","1"," 0000000622"
"1289","Pad 366 Well 2","1","18","2"," 0000000860","22","3","2","53","11","143","42","149","0829424ffa0d3a2547b6c9622c77de03","23e6fac6-7621-4e10-bad4-1b715ff4eb8a","1"," 0000000860"
"215","Pad 196 Well 1","2","9","1"," 0000000458","8","1","1","3","1","222","17","81","3b8a614226a953a8cd9526fca6fe9ba5","b13b64cc-0467-44ef-86a7-f685ba9e14a1","1"," 0000000458"
"645","Pad 309 Well 1","2","9","1"," 0000000363","8","1","1","19","1","311","17","81","5e9f92a01c986bafcabbafd145520b13","54bb3d13-7587-4e2c-9749-e804eaa50d09","1"," 0000000363"
"2088","Pad 10 Well 1","2","18","34"," 0000000124","0","7","5","23","21","424","17","31","d3a7f48c12e697d50c8a7ae7684644ef","286dfddf-b1f3-453d-849e-6f21952018f2","1"," 0000000124"
"2064","Pad 41 Well 1","2","18","34"," 0000000042","0","7","5","90","46","426","17","31","f8bf09f5fceaea80e1f864a1b48938bf","4c6648fe-9926-4e66-a5ee-097cf07900da","1"," 0000000042"
"334","Pad 122 Well 1","2","9","34"," 0000000036","11","1","1","19","6","293","17","31","2f2b265625d76a6704b08093c652fd79","5104c892-9b35-4feb-8c46-6bea78a2991b","1"," 0000000036"
"1677","Pad 407 Well 2","2","18","2"," 0000000858","19","3","2","53","11","122","42","149","08e6bea8e90ba87af3c9554d94db6579","0c42bcdd-e693-4e00-ab8d-cc407eae2e94","1"," 0000000858"
"2113","Pad 43 Well 2","2","18","34"," 0000000171","0","7","5","90","46","352","17","31","01931a6925d3de09e5f87419d9d55055","e7ad5ea0-ccee-47b8-9590-4a69295cfbdc","1"," 0000000171"
"1482","Well 175","1","18","2"," 0000000703","24","6","4","47","16","175","42","123","ab541d874c7bc19ab77642849e02b89f","8e8ca8f8-c750-4f0c-91ab-3caeee8985a7","1"," 0000000703"
"2164","Pad 45 Well 1","2","18","34"," 0000000143","0","7","5","90","21","433","17","31","c3e4035af2a1cde9f21e1ae1951ac80b","6a4a04f4-16bb-4cea-9303-158f6fdc0920","1"," 0000000143"
"1090","Well 17","2","18","1"," 0000000887","13","3","3","34","12","100","42","457","8b4066554730ddfaa0266346bdc1b202","0fbe7803-c59c-4f26-8a4b-12ac086fd57c","1"," 0000000887"
"195","Pad 296 Well 2","2","9","1"," 0000000407","8","1","1","28","1","220","17","81","0336dcbab05b9d5ad24f4333c7658a0e","04aff136-1a05-4351-adfe-7ae857fa2fd6","1"," 0000000407"
"1128","Pad 353 Well 2","1","18","2"," 0000000847","17","3","2","53","11","109","42","149","3fe78a8acf5fda99de95303940a2420c","307bad23-b338-42b9-9ec6-0e7e44b6ca16","1"," 0000000847"
"1320","Well 121","1","18","1"," 0000000832","18","3","2","52","12","166","42","149","2a50e9c2d6b89b95bcb416d6857f8b45","df5661bc-d547-4998-8eb3-feadb3eea3f7","1"," 0000000832"
"404","Pad 275 Well 2","2","9","34"," 0000000392","6","1","1","25","1","212","17","81","4f4adcbf8c6f66dcfc8a3282ac2bf10a","23230f69-4ef6-4bf4-97ef-bec2804df9b1","1"," 0000000392"
"237","Pad 35 Well 2","2","9","34"," 0000000272","10","1","1","3","4","26","17","81","539fd53b59e3bb12d203f45a912eeaf2","ca5f2848-05cc-4cf2-a5f3-bafbfd41b144","1"," 0000000272"
"147","Pad 200 Well 1","2","9","1"," 0000000464","6","1","1","19","1","11","17","81","8d5e957f297893487bd98fa830fa6413","1ad9efdd-2cee-4902-9f76-d99c37a46040","1"," 0000000464"
"873","Pad 130 Well 1","2","9","1"," 0000000019","11","1","1","19","6","90","17","31","98d6f58ab0dafbb86b083a001561bb34","84b34c9c-bb87-483b-a7b6-99cfbc3a12fd","1"," 0000000019"
"676","Pad 184 Well 3","2","9","1"," 0000000445","11","1","1","19","1","61","17","81","dc6a70712a252123c40d2adba6a11d84","b6cab7b6-c7c3-4393-8700-40b398ec52e2","1"," 0000000445"
"1258","Pad 351 Well 1","2","18","2"," 0000000939","20","3","2","53","14","137","42","477","26588e932c7ccfa1df309280702fe1b5","600f7f14-46c4-47d6-9051-734c2f00cfef","1"," 0000000939"
"2109","Pad 36 Well 1","2","18","34"," 0000000166","0","7","5","90","47","353","17","31","05546b0e38ab9175cd905eebcc6ebb76","676f545e-aa0e-46e8-b405-910e9e4f4af7","1"," 0000000166"
"2297","Pad 97 Well 2","2","18","1"," 0000000635","0","7","5","18","22","473","17","85","e069ea4c9c233d36ff9c7f329bc08ff1","0f55b5f6-217b-4aae-a0f2-14661bd67a3d","1"," 0000000635"
"1474","Well 158","1","18","2"," 0000000722","23","6","4","47","16","174","42","123",,"3981dee2-ec86-48bd-9a77-b71fa5b9e5bd","1"," 0000000722"
"73","Pad 213 Well 3","2","9","1"," 0000000614","12","1","1","10","24","73","17","85","d2ddea18f00665ce8623e36bd4e3c7c5","1c05d208-585c-40b3-8759-7e86d16b1cd2","1"," 0000000614"
"1479","Well 172","1","18","1"," 0000000702","24","6","4","43","16","175","42","123","dc09c97fd73d7a324bdbfe7c79525f64","72b2fb8b-0f96-4a3e-85d4-89d87f882956","1"," 0000000702"
"2145","Pad 253 Well 2","2","9","1"," 0000000498","0","1","1","19","1","349","17","81","c182f930a06317057d31c73bb2fedd4f",,"1"," 0000000498"
"96","Pad 237 Well 6","2","9","34"," 0000000371","6","1","1","19","1","1","17","81","26657d5ff9020d2abefe558796b99584","511a991f-ab58-4f27-bd9c-8f8b65ea9de6","1"," 0000000371"
"957","Pad 281 Well 3","2","9","1"," 0000000341","6","1","1","19","1","241","17","81","2ba596643cbbbc20318224181fa46b28","fe00945c-ffc7-4ebd-9b89-bf80718d563a","1"," 0000000341"
"63","Pad 245 Well 1","2","9","1"," 0000000107","9","1","1","23","46","248","17","31","03afdbd66e7929b125f8597834fa83a4","f7899d4e-6ae4-4801-b146-3a5c720d24e4","1"," 0000000107"
"253","Pad 85 Well 1","2","18","1"," 0000000607","0","7","5","18","22","379","17","85","c24cd76e1ce41366a4bbe8a49b02a028","22705578-3ea4-4eeb-9fe2-c4162e8b9c3d","1"," 0000000607"
"1255","Pad 353 Well 3","1","18","2"," 0000000845","17","3","2","53","11","109","42","149","3bf55bbad370a8fcad1d09b005e278c2","f38a8779-1036-4acc-961c-10225403e0bd","1"," 0000000845"
"945","Pad 118 Well 1","2","9","34"," 0000000332","10","1","1","16","4","239","17","81","4b6538a44a1dfdc2b83477cd76dee98e","03e4705e-b66e-45bc-bdd2-493be9bec2cc","1"," 0000000332"
"2274","Pad 49 Well 1","2","18","1"," 0000000229","0","7","5","90","21","472","17","31","95f8d9901ca8878e291552f001f67692","d2f08d14-322d-4521-a845-ef80f4aa233b","1"," 0000000229"
"2253","Pad 5 Well 1","2","18","1"," 0000000219","0","7","5","26","20","464","17","31","ce6c92303f38d297e263c7180f03d402","01ff25e2-762e-4f22-ba37-c26173f234ea","1"," 0000000219"
"874","Pad 132 Well 1","2","9","1"," 0000000111","11","1","1","19","6","335","17","31","51ef186e18dc00c2d31982567235c559","ee3e8e74-2265-4599-9692-78bdde4225a5","1"," 0000000111"
"2126","Pad 67 Well 1","2","18","34"," 0000000544","0","7","5","91","21","396","17","85","3b92d18aa7a6176dd37d372bc2f1eb71","66c981b9-0f85-4a2a-bdd8-4f8dd90f19e8","1"," 0000000544"
"2131","Pad 64 Well 1","2","18","34"," 0000000559","0","7","5","18","22","409","17","85","a869ccbcbd9568808b8497e28275c7c8","660d3b92-85e1-4c24-bd6e-f82a94f7dc5c","1"," 0000000559"
"1098","Well 18","2","18","1"," 0000000667","16","3","3","33","12","102","42","51","a5e0ff62be0b08456fc7f1e88812af3d","3b338d40-fde9-47fb-94ed-bf82adf3448c","1"," 0000000667"
"2140","Pad 73 Well 1","2","18","1"," 0000000599","0","7","5","18","22","381","17","85","23c97e9cb93576e45d2feaf00d0e8502","2c411278-196b-4d1a-848e-0b746baa7eb1","1"," 0000000599"
"2159","Pad 72 Well 1","2","18","34"," 0000000543","0","7","5","18","22","419","17","85","ddd9dda6bfaf0bb1525a8a27c3ee6131","67c9e151-be77-483b-af0a-c7eab70a2a23","1"," 0000000543"
"605","Pad 311 Well 3","2","9","1"," 0000000405","8","1","1","28","1","50","17","81","c361bc7b2c033a83d663b8d9fb4be56e","7271f1bb-00fb-483e-a01b-79b86b1df6ef","1"," 0000000405"
"722","Pad 175 Well 1","2","9","34"," 0000000564","4","1","1","1","8","316","17","85","c8ed21db4f678f3b13b9d5ee16489088","f3014621-d00b-4e7e-8497-7e439c54d5da","1"," 0000000564"
"551","Pad 74 Well 2","2","18","34"," 0000000519","0","7","5","18","22","421","17","85","7f24d240521d99071c93af3917215ef7","c531049c-208e-4532-9914-e7878fa7223d","1"," 0000000519"
"2194","Pad 256 Well 3","2","9","1"," 0000000496","0","1","1","28","1","451","17","81","cdf1e288ca02272e717c9d5e4cb180bd","74f24cde-9149-4e9b-9cea-7dcb8502be80","1"," 0000000496"
"910","Pad 115 Well 1","2","9","1"," 0000000297","10","1","1","3","4","346","17","81","e205ee2a5de471a70c1fd1b46033a75f","88de2f27-0b10-4d7e-9749-1ad93773860e","1"," 0000000297"
"1383","Well 134","2","18","1"," 0000000741","22","3","3","58","12","168","42","149","cd0dce8fca267bf1fb86cf43e18d5598","32d76e53-62ad-436d-9468-430b6f1e8cad","1"," 0000000741"
"2217","Pad 400 Well 1","2","18","1"," 0000000945","0","3","2","54","14","456","42","477","b5c01503041b70d41d80e3dbe31bbd8c","6db91bbc-f145-49b7-b29d-b5f1cb975e65","1"," 0000000945"
"1114","Pad 350 Well 1","2","18","1"," 0000000935","20","3","2","53","14","106","42","477","d6ef5f7fa914c19931a55bb262ec879c",,"1"," 0000000935"
"1150","Well 45","2","18","1"," 0000000677","16","3","3","33","12","114","42","51","2b38c2df6a49b97f706ec9148ce48d86","2b716276-3fc8-41a3-bd05-a5b366710468","1"," 0000000677"
"668","Pad 204 Well 3","2","9","1"," 0000000180","5","1","1","2","18","60","17","31","192fc044e74dffea144f9ac5dc9f3395","4b9bf6c9-27d9-4a80-8a78-cd4953a259be","1"," 0000000180"
"604","Pad 312 Well 2","2","9","1"," 0000000426","8","1","1","28","1","52","17","81","9cf81d8026a9018052c429cc4e56739b","5c51c257-c4f4-4810-8f4a-f1a9d41cd158","1"," 0000000426"
"1477","Well 170","2","18","1"," 0000000685","24","6","4","43","16","175","42","123","78b9cab19959e4af8ff46156ee460c74","03c1fd19-4d01-4987-ae50-8a77aed73548","1"," 0000000685"
"2087","Pad 31 Well 1","2","18","34"," 0000000120","0","7","5","90","21","373","17","31","4d6b3e38b952600251ee92fe603170ff","435ef6c4-d928-4568-b9d7-95e9194e6b5b","1"," 0000000120"
"208","Pad 294 Well 2","2","9","34"," 0000000329","8","1","1","19","1","213","17","81","091d584fced301b442654dd8c23b3fc9","0153caf3-f3f9-4145-9208-be2164cf12a1","1"," 0000000329"
"2179","Pad 396 Well 1","2","18","1"," 0000000946","0","3","2","51","14","449","42","477","12b1e42dc0746f22cf361267de07073f","bb1af001-182f-4bc7-aff7-f6d3ed421beb","1"," 0000000946"
"666","Pad 204 Well 1","2","9","1"," 0000000177","5","1","1","2","18","60","17","31","fae0b27c451c728867a567e8c1bb4e53","1f0a4941-63f9-40c4-8bd2-602bf8e55952","1"," 0000000177"
"2137","Pad 78 Well 2","2","18","34"," 0000000576","0","7","5","91","21","399","17","85","9bb6dee73b8b0ca97466ccb24fff3139","e8b8746c-f60a-4a7f-aac6-652c8fa0cb34","1"," 0000000576"
"18","Pad 1 Well 4","2","9","34"," 0000000142","5","1","1","12","19","65","17","31","6f4922f45568161a8cdf4ad2299f6d23","13c08aac-91dc-45aa-8893-0563760fdd52","1"," 0000000142"
"1326","Well 118","2","18","1"," 0000000881","14","3","2","77","12","154","42","285","c70daf247944fe3add32218f914c75a6","809ff933-2e6a-4360-b5c7-d5b8152a4f9a","1"," 0000000881"
"1469","Well 168","1","18","2"," 0000000690","28","6","4","47","16","179","42","123","991de292e76f74f3c285b3f6d57958d5","d5be47e8-f898-4f73-b3a7-baf4b5d2e192","1"," 0000000690"
"2170","Pad 14 Well 1","2","18","34"," 0000000156","0","7","5","92","20","439","17","31","88a839f2f6f1427879fc33ee4acf4f66","1f8973d0-89b9-437d-b701-9300e8ee1b58","1"," 0000000156"
"235","Pad 279 Well 2","2","9","34"," 0000000410","6","1","1","19","1","25","17","81","577ef1154f3240ad5b9b413aa7346a1e","4a99acf9-76b3-4a5f-b0b0-33927cf281d0","1"," 0000000410"
"441","Pad 330 Well 1","2","9","34"," 0000000264","9","1","1","16","4","43","17","81","15d4e891d784977cacbfcbb00c48f133","072b3fb3-bc24-4e91-9e0c-d43ee86bf40b","1"," 0000000264"
"52","Pad 252 Well 1","2","9","1"," 0000000197","11","1","1","19","6","70","17","31","9a1158154dfa42caddbd0694a4e9bdc8","812479dc-90ad-4c9d-b474-ff2758cd3f2f","1"," 0000000197"
"1589","Well 227","1","18","1"," 0000000728","17","3","3","54","12","190","42","149","dca5672ff3444c7e997aa9a2c4eb2094","11699668-ed12-4271-9ecf-397bb5397e4e","1"," 0000000728"
"1493","Well 192","1","18","1"," 0000000713","27","6","4","47","16","178","42","123","1714726c817af50457d810aae9d27a2e","0dec293c-bded-4855-8d79-8161435df597","1"," 0000000713"
"1507","Pad 389 Well 1","1","18","2"," 0000000844","17","3","2","54","11","104","42","149","4dcf435435894a4d0972046fc566af76","cb68506d-0284-4f8f-8c8a-c48d7e6436f2","1"," 0000000844"
"156","Pad 250 Well 1","2","9","1"," 0000000286","6","1","1","19","1","279","17","81","1c9ac0159c94d8d0cbedc973445af2da","f2aa6da7-f470-45cb-9e6e-8a05bda90ba6","1"," 0000000286"
"1478","Well 171","1","18","1"," 0000000701","24","6","4","47","16","175","42","123","83cdcec08fbf90370fcf53bdd56604ff","66128aa9-33ab-4157-875e-004982b2387a","1"," 0000000701"
"1466","Well 165","1","18","2"," 0000000693","23","6","4","47","16","174","42","123","6d9cb7de5e8ac30bd5e8734bc96a35c1","0dccfdbc-d4c2-487c-a0d0-50f9273e6949","1"," 0000000693"
"329","Pad 152 Well 1","2","9","11"," 0000000031","2","1","1","6","18","292","17","31","6faa8040da20ef399b63a72d0e4ab575","324f8101-729e-460d-bdc9-79c771a9b7c0","1"," 0000000031"
"758","Pad 109 Well 1","2","9","34"," 0000000345","10","1","1","16","4","322","17","81","bf62768ca46b6c3b5bea9515d1a1fc45","8765b84d-df90-47da-9260-4c83f88a4e16","1"," 0000000345"
"2271","Pad 361 Well 2","2","18","1"," 0000000954","0","3","2","55","14","470","42","477","a376033f78e144f494bfc743c0be3330","7bdda8b8-53bd-468e-867f-d73dd9481abc","1"," 0000000954"
"599","Pad 223 Well 3","2","9","1"," 0000000468","9","1","1","28","1","217","17","81","3435c378bb76d4357324dd7e69f3cd18","2699ee92-7145-4093-91af-db395b4813ef","1"," 0000000468"
"2269","Pad 397 Well 1","2","18","1"," 0000000952","0","3","2","55","14","469","42","477","51de85ddd068f0bc787691d356176df9","7dd2782d-fa6d-432a-b2d4-07f16de065fb","1"," 0000000952"
"875","Pad 133 Well 1","2","9","1"," 0000000026","11","1","1","19","6","252","17","31","4b0a59ddf11c58e7446c9df0da541a84","dbec4f45-72b6-420a-9dae-fcc35d0c72d4","1"," 0000000026"
"388","Pad 136 Well 1","2","9","1"," 0000000608","12","1","1","1","24","39","17","85","d9fc5b73a8d78fad3d6dffe419384e70","b72e8d3f-e688-4559-9e59-2d226aa3ab44","1"," 0000000608"
"2147","Pad 385 Well 2","2","18","1"," 0000000863","0","3","2","53","11","348","42","149","0d73a25092e5c1c9769a9f3255caa65a","f24f397c-114d-414c-9501-95c9a4289521","1"," 0000000863"
"400","Pad 98 Well 2","2","9","34"," 0000000396","10","1","1","16","4","42","17","81","18d8042386b79e2c279fd162df0205c8","6a4b2e10-da6b-4524-8207-319344a78e9e","1"," 0000000396"
"279","Pad 149 Well 6","2","9","11"," 0000000072","2","1","1","6","18","32","17","31","d395771085aab05244a4fb8fd91bf4ee","022c429f-57cf-4dc8-b2e4-68926a2beaff","1"," 0000000072"
"438","Pad 107 Well 1","2","9","1"," 0000000333","10","1","1","16","4","230","17","81","1651cf0d2f737d7adeab84d339dbabd3","fe472ba4-62af-420d-9f73-2ef2fb30a4e0","1"," 0000000333"
"1646","Pad 345 Well 2","2","18","2"," 0000000929","20","3","2","53","14","101","42","477","e4873aa9a05cc5ed839561d121516766","c58eec79-8e75-457f-8e8f-2fac1223eb32","1"," 0000000929"
"837","Pad 141 Well 2","2","9","1"," 0000000571","12","1","1","18","22","87","17","85","b0b183c207f46f0cca7dc63b2604f5cc","a281e33a-9488-4d25-83cc-71dc6612332c","1"," 0000000571"
"2063","Pad 6 Well 3","2","18","34"," 0000000041","0","7","5","90","21","447","17","31","16ba72172e6a4f1de54d11ab6967e371",,"1"," 0000000041"
"883","Pad 113 Well 1","2","9","1",,"10","1","1","5","4","339","17","81","210f760a89db30aa72ca258a3483cc7f","82e0859f-9983-4986-ae3b-dccd8d965670","1",
"2161","Pad 81 Well 1","2","18","34"," 0000000561","0","7","5","18","22","430","17","85","333ac5d90817d69113471fbb6e531bee","106f428f-a63c-483c-8d06-c65a98101892","1"," 0000000561"
"716","Pad 222 Well 1","2","9","1"," 0000000620","3","1","1","1","24","83","17","85","e7f8a7fb0b77bcb3b283af5be021448f",,"1"," 0000000620"
"88","Pad 237 Well 2","2","9","34"," 0000000375","6","1","1","19","1","1","17","81","2a38a4a9316c49e5a833517c45d31070","04d50b73-c835-40a7-835a-276016885684","1"," 0000000375"
"439","Pad 107 Well 2","2","9","34"," 0000000335","10","1","1","15","4","230","17","81","eed5af6add95a9a6f1252739b1ad8c24","2ca1d44b-6e27-4a9c-ab58-8500484bd418","1"," 0000000335"
"4","Pad 315 Well 1","2","9","34"," 0000000260","10","1","1","3","4","264","17","81","a87ff679a2f3e71d9181a67b7542122c","5e0d04eb-48b3-4fbf-89a3-34d9e91e5ac7","1"," 0000000260"
"260","Pad 145 Well 2","2","9","1"," 0000000032","2","1","1","6","18","29","17","31","a4f23670e1833f3fdb077ca70bbd5d66","291ec181-7508-4f67-8f02-df4da89da520","1"," 0000000032"
"167","Pad 214 Well 1","2","9","34"," 0000000317","9","1","1","5","2","15","17","81",,"7eabade2-a106-462f-9722-fa0628378b36","1"," 0000000317"
"550","Pad 71 Well 2","2","18","34"," 0000000521","0","7","5","18","22","420","17","85","01f78be6f7cad02658508fe4616098a9","4da9fc9c-c4e2-48f6-9b93-b8e0287e97bb","1"," 0000000521"
"956","Pad 280 Well 3","2","9","34"," 0000000274","6","1","1","19","1","240","17","81","168908dd3227b8358eababa07fcaf091","5bd6f7d3-752d-44c9-aa96-c252e53f90ba","1"," 0000000274"
"1424","Well 143","2","18","1"," 0000000675","16","3","3","33","12","171","42","51","489d0396e6826eb0c1e611d82ca8b215","d05ddfdb-d1bb-4445-94ad-b85f20972a69","1"," 0000000675"
"608","Pad 310 Well 1","2","9","1"," 0000000289","8","1","1","28","1","246","17","81","996a7fa078cc36c46d02f9af3bef918b","3b72121c-103e-4a99-8306-9d57931ac6fa","1"," 0000000289"
"693","Pad 127 Well 2","2","9","34"," 0000000128","11","1","1","19","1","62","17","31","53e3a7161e428b65688f14b84d61c610","2408285e-2508-4f80-9b29-68e7a17c8da9","1"," 0000000128"
"191","Pad 183 Well 3","2","9","1"," 0000000448","11","1","1","19","1","17","17","81","0aa1883c6411f7873cb83dacb17b0afc","caa98709-9d76-4d5c-8f3b-7e35b994b531","1"," 0000000448"
"939","Pad 224 Well 1","2","9","1"," 0000000473","9","1","1","3","1","92","17","81","3df1d4b96d8976ff5986393e8767f5b2","e438257d-3838-457c-8bc3-43ad448f109a","1"," 0000000473"
"2117","Pad 67 Well 2","2","18","1"," 0000000513","0","7","5","18","21","414","17","85","3937230de3c8041e4da6ac3246a888e8","5b12dc4c-180e-4e51-8199-231b8e78534c","1"," 0000000513"
"1252","Well 85","2","18","1"," 0000000824","19","3","3","55","12","135","42","149","a284df1155ec3e67286080500df36a9a","79ccba2d-1570-4a03-a218-d5757950a996","1"," 0000000824"
"2315","Pad 351 Well 3","1","18","1"," 0000000958","0","3","2","55","14","137","42","477","88bfcf02e7f554f9e9ea350b699bc6a7","395d0d4b-d5f7-479f-86e6-6e75d4da52e6","1"," 0000000958"
"1492","Well 191","1","18","1"," 0000000875","26","6","4","47","16","177","42","177","e655c7716a4b3ea67f48c6322fc42ed6","8bc2356b-b5ff-462b-9f85-714d5f88f4a7","1"," 0000000875"
"1004","Well 5","1","18","1"," 0000000650","18","3","3","54","12","95","42","21","fed33392d3a48aa149a87a38b875ba4a","d0572fb2-b458-4bc1-86d4-faf0af52dbf8","1"," 0000000650"
"265","Pad 145 Well 3","2","9","1"," 0000000030","2","1","1","6","18","29","17","31","e56954b4f6347e897f954495eab16a88","2b468dc6-c163-4a2a-b535-8ad526827553","1"," 0000000030"
"2158","Pad 62 Well 2","2","18","1"," 0000000605","0","7","5","90","24","406","17","31","697e382cfd25b07a3e62275d3ee132b3","0d27dfbe-cd03-450d-8f37-40390aab4e46","1"," 0000000605"
"2112","Pad 88 Well 1","2","18","34"," 0000000170","0","7","5","90","20","394","17","31","a29d1598024f9e87beab4b98411d48ce","fb606413-17a4-41c4-8a11-533454dac637","1"," 0000000170"
"2313","Pad 408 Well 1","1","18","1"," 0000000871","0","3","2","54","11","480","42","149","f3ac63c91272f19ce97c7397825cc15f","e8c9b7d5-5bf1-486e-b444-07965ed42884","1"," 0000000871"
"408","Pad 276 Well 3","2","9","34"," 0000000383","6","1","1","25","1","211","17","81","0d0fd7c6e093f7b804fa0150b875b868","19db8c37-9f17-4e91-8189-6b0ff79f4987","1"," 0000000383"
"1218","Well 66","2","18","1"," 0000000804","19","3","2","55","12","125","42","149","3f67fd97162d20e6fe27748b5b372509","b9a3cba5-4f17-4ced-a369-f0aa978f1738","1"," 0000000804"
"104","Pad 212 Well 1","2","9","1"," 0000000615","3","1","1","10","24","7","17","85","c9e1074f5b3f9fc8ea15d152add07294","d95ef4c9-5c04-496a-8521-a6ee49e85db1","1"," 0000000615"
"2265","Pad 95 Well 2","2","18","1"," 0000000227","0","7","5","26","46","467","17","31","66e8ba8216a1e152d72653d99a4f03ab","b7c518cf-bc44-429e-af62-f94a0adb5594","1"," 0000000227"
"209","Pad 185 Well 1","2","9","1"," 0000000449","8","1","1","19","1","20","17","81","b1d10e7bafa4421218a51b1e1f1b0ba2","012b06ef-ff49-4c5b-9278-47e82fc45633","1"," 0000000449"
"266","Pad 145 Well 4","2","9","11"," 0000000020","2","1","1","6","18","29","17","31",,"71cf266b-96a0-483f-a4f1-e84437e5ebfb","1"," 0000000020"
"919","Pad 144 Well 2","2","9","1"," 0000000580","12","1","1","18","24","238","17","85","3e89ebdb49f712c7d90d1b39e348bbbf","42063496-cb3e-435e-9957-b63ae6a01fb7","1"," 0000000580"
"159","Pad 318 Well 3","2","9","1"," 0000000203","5","1","1","12","18","14","17","31","140f6969d5213fd0ece03148e62e461e","50c66501-e181-4c08-8a35-aa29010284c0","1"," 0000000203"
"742","Pad 299 Well 1","2","9","1"," 0000000052","5","1","1","12","18","84","17","31","e94550c93cd70fe748e6982b3439ad3b","dee3b64c-68fb-483f-89fc-a49b7b924648","1"," 0000000052"
"1490","Well 189","1","18","1"," 0000000873","26","6","4","47","16","177","42","177","f187a23c3ee681ef6913f31fd6d6446b","2bc095b4-a08f-4366-b544-db5059aea9e2","1"," 0000000873"
"1123","Pad 342 Well 1","2","18","2"," 0000000853","19","3","2","53","11","107","42","149","2cfd4560539f887a5e420412b370b361","50cc0f8b-490f-4d1d-91b2-b3ba3c1ac7c5","1"," 0000000853"
"1287","Well 101","2","18","1"," 0000000820","22","3","3","55","12","144","42","149","4079016d940210b4ae9ae7d41c4a2065","5794aa9f-3a68-4199-bdf8-a1f7730cfb61","1"," 0000000820"
"2133","Pad 77 Well 1","2","18","34"," 0000000565","0","7","5","18","22","388","17","85","c902b497eb972281fb5b4e206db38ee6","973c61dd-78d8-4224-9074-e33c4201f7dd","1"," 0000000565"
"431","Pad 106 Well 1","2","9","34"," 0000000307","10","1","1","16","4","229","17","81","66368270ffd51418ec58bd793f2d9b1b","38cf89af-a510-4e1f-aa44-2dfeb60eddea","1"," 0000000307"
"523","Pad 242 Well 1","2","9","1"," 0000000301","8","1","1","28","1","258","17","81","2bb232c0b13c774965ef8558f0fbd615","e8c9c045-f737-4dae-ac7d-deb209ab38d0","1"," 0000000301"
"715","Pad 177 Well 1","2","9","1",,"3","1","1","1","8","82","17","85","8df707a948fac1b4a0f97aa554886ec8","c297aec3-aa90-413b-b865-2e091cb9d182","1",
"445","Pad 218 Well 1","2","9","1"," 0000000190","2","1","1","6","18","231","17","31","67f7fb873eaf29526a11a9b7ac33bfac","4b98c613-a780-470a-932f-de44dee9a211","1"," 0000000190"
"90","Pad 244 Well 1","2","9","34"," 0000000377","6","1","1","19","1","2","17","81",,"32a5b709-7a92-4381-9214-0809d7970d27","1"," 0000000377"
"397","Pad 216 Well 2","2","9","1"," 0000000189","2","1","1","6","18","228","17","31","e46de7e1bcaaced9a54f1e9d0d2f800d","f4fffa2b-655f-4773-871a-2a5e4dfb0432","1"," 0000000189"
"282","Pad 150 Well 2","2","9","34"," 0000000105","2","1","1","6","18","224","17","31","6a9aeddfc689c1d0e3b9ccc3ab651bc5","fc8a1ad0-b9de-4c2b-b55a-e2401d7c44b6","1"," 0000000105"
"1497","Well 181","1","18","1"," 0000000715","27","6","4","47","16","178","42","123","55c567fd4395ecef6d936cf77b8d5b2b","7d390d39-e908-4560-b634-c793308f563f","1"," 0000000715"
